61471	10.096651	1.568158	1
1681	3.862703	1.173256	2
2246	0.176642	0.724852	2
45414	11.522150	1.326766	3
49416	10.603416	0.760980	3
23349	2.458253	1.677114	1
7046	1.745069	1.550520	2
22886	10.174826	0.079817	3
11867	5.414174	0.473435	2
16816	0.000000	0.327360	2
19149	1.734098	1.480265	2
28774	9.116500	0.581002	3
7068	3.487551	0.278891	2
45799	9.309318	0.217241	3
54362	1.891583	1.118111	1
8938	12.247154	1.113787	3
71565	6.975995	1.420814	1
44002	9.285751	1.374904	3
39543	9.240978	0.027247	3
48195	11.284278	0.984497	3
47194	10.329383	0.629526	3
17507	5.509437	1.048515	2
39604	7.678870	0.097137	3
9757	0.000000	0.486292	2
40124	11.510641	0.158482	3
40633	14.741014	1.359801	3
39167	6.804606	1.593025	3
43148	12.500602	1.480739	3
65641	6.709544	0.233115	1
48000	5.691270	1.236770	1
52910	2.678644	0.110552	1
35353	2.458476	0.731056	1
11397	2.035395	0.008259	2
70397	14.740875	0.154336	1
72024	7.882702	0.667181	1
31030	10.740893	1.115487	3
42459	3.684568	0.224961	1
53742	1.178734	0.286455	1
8435	2.147334	0.976454	2
83019	16.384884	0.680303	1
45622	3.599344	0.613220	1
36010	9.473084	1.589483	3
32756	13.202249	1.442940	3
8127	4.197746	0.935625	2
35732	9.469719	0.668430	3
25075	10.914885	0.262586	3
38327	2.402471	0.833272	1
37253	7.580734	1.205007	3
28084	0.847043	1.045930	1
6019	1.899119	1.289687	2
5008	6.167767	0.149049	2
12486	7.092685	0.228710	2
4349	3.569621	1.438482	2
42953	10.526145	1.231523	3
6370	0.000000	1.080228	2
48630	3.353025	1.293368	1
34765	8.892393	0.105663	3
8002	1.480195	0.244979	2
74402	14.350020	1.695519	1
45765	12.633991	0.594106	3
62130	11.794764	1.119862	3
27100	11.117760	0.379332	3
384	1.615069	0.475937	2
76831	11.848968	0.525082	1
0	0.000000	0.843641	2
62058	6.600944	1.234206	1
41165	4.729619	1.062850	1
39123	7.973929	0.820346	3
13552	6.091765	0.237898	2
14717	0.000000	0.623178	2
72663	7.525869	1.464121	1
73119	9.705960	0.530640	1
17628	1.110460	0.401131	2
48335	2.825448	0.166759	1
70362	8.599023	0.865379	1
9168	4.375639	1.588446	2
66337	11.890046	0.540414	1
9049	1.409149	0.503294	2
38679	10.158524	0.935447	3
1492	6.557545	0.982918	2
17148	5.199462	0.926235	2
31370	12.543253	1.490449	3
20984	8.055857	1.656430	3
7142	1.241835	1.179866	2
33702	9.182592	0.123556	3
33780	6.557906	1.043771	3
43335	12.948392	1.478247	3
3112	1.400999	1.346951	2
17691	5.529625	0.185733	2
16504	1.276215	0.465627	2
33733	7.802045	0.036814	3
1465	1.175252	0.327230	2
47691	3.658490	0.990353	1
4832	2.841963	1.466817	2
700	0.000000	0.551452	2
13718	0.712997	0.935832	2
12577	5.172542	0.809133	2
44206	4.173157	0.863002	1
13454	1.113788	1.249519	2
8306	0.521566	1.471287	2
12050	1.284421	1.535763	2
62590	4.326414	0.105165	1
2846	0.000000	0.921636	2
40120	1.920295	0.780739	1
46476	3.235762	0.858468	1
22325	8.678450	1.357183	3
18364	3.800858	1.363335	2
46932	11.458347	0.801329	3
57396	4.185431	0.092078	1
74314	11.646573	1.359621	1
14420	5.094591	1.310958	2
52483	10.130193	1.045353	3
46245	12.007425	1.200747	3
54552	8.550590	0.306577	3
6156	2.583475	1.274999	2
14943	9.200078	0.664958	3
11789	3.420464	0.614936	2
35249	9.186059	0.626617	3
29305	10.398833	1.605094	3
5382	3.143719	1.599454	2
36356	10.023563	0.225206	3
29235	8.271323	0.729268	3
51709	3.090405	0.969617	1
13616	7.070781	0.485133	2
68060	5.736160	1.534666	1
7139	6.308013	1.549693	2
12600	6.499229	1.428911	2
5968	0.026873	0.196915	2
14296	0.000000	0.254946	2
60475	10.440334	0.099479	1
44380	7.729243	1.413079	3
68681	13.236185	1.167736	1
7261	1.750246	0.723507	2
68898	5.284675	0.957136	1
31192	2.844244	1.591022	1
55217	6.248009	1.256420	1
15268	2.657399	0.239038	2
28361	6.917044	0.164854	3
10723	8.126575	1.579137	2
12321	9.331703	0.816196	2
74921	13.391519	0.934893	1
25767	1.101161	0.565729	1
57621	9.830677	1.626946	3
69642	6.373527	0.018898	1
30701	9.376638	1.376808	3
583	2.755749	0.907096	2
25696	0.421378	0.791342	1
998	0.000000	1.490523	2
32201	9.292936	1.296149	3
47686	4.769683	1.292318	1
9583	3.011770	1.480436	2
66186	3.529127	1.073651	1
35406	1.544597	1.383656	1
26287	3.039553	1.031746	1
19433	5.408728	1.521585	2
8651	1.887940	1.608934	2
9958	4.246525	0.031711	2
27022	10.187780	1.447816	3
70155	11.158440	0.697416	1
10992	10.003493	1.014608	3
40104	4.246471	0.223831	1
13083	1.896164	0.034228	2
26976	4.820375	0.455430	1
18074	0.000000	1.100647	2
7962	1.531641	0.328498	2
45768	4.612710	0.199837	1
19154	5.718316	1.016601	2
30210	10.826237	0.560017	3
42549	11.140057	0.119468	3
